stage_ft, flow_cfs	
23.46	,	50883.32	
23.47	,	50916.59	
23.48	,	50949.88	
23.49	,	50983.16	
23.50	,	51016.46	
23.51	,	51049.76	
23.52	,	51083.07	
23.53	,	51116.38	
23.54	,	51149.70	
23.55	,	51183.03	
23.56	,	51216.36	
23.57	,	51249.70	
23.58	,	51283.05	
23.59	,	51316.40	
23.60	,	51349.76	
23.61	,	51383.12	
23.62	,	51416.49	
23.63	,	51449.87	
23.64	,	51483.26	
23.65	,	51516.65	
23.66	,	51550.04	
23.67	,	51583.45	
23.68	,	51616.86	
23.69	,	51650.28	
23.70	,	51683.70	
23.71	,	51717.13	
23.72	,	51750.56	
23.73	,	51784.01	
23.74	,	51817.45	
23.75	,	51850.91	
23.76	,	51884.37	
23.77	,	51917.84	
23.78	,	51951.31	
23.79	,	51984.80	
23.80	,	52018.28	
23.81	,	52051.78	
23.82	,	52085.28	
23.83	,	52118.78	
23.84	,	52152.30	
23.85	,	52185.82	
23.86	,	52219.34	
23.87	,	52252.87	
23.88	,	52286.41	
23.89	,	52319.96	
23.90	,	52353.51	
23.91	,	52387.07	
23.92	,	52420.63	
23.93	,	52454.20	
23.94	,	52487.78	
23.95	,	52521.36	
23.96	,	52554.95	
23.97	,	52588.55	
23.98	,	52622.15	
23.99	,	52655.76	
24.00	,	52689.37	
24.01	,	52722.99	
24.02	,	52756.62	
24.03	,	52790.26	
24.04	,	52823.90	
24.05	,	52857.54	
24.06	,	52891.20	
24.07	,	52924.86	
24.08	,	52958.52	
24.09	,	52992.20	
24.10	,	53025.87	
24.11	,	53059.56	
24.12	,	53093.25	
24.13	,	53126.95	
24.14	,	53160.65	
24.15	,	53194.36	
24.16	,	53228.08	
24.17	,	53261.80	
24.18	,	53295.53	
24.19	,	53329.27	
24.20	,	53363.01	
24.21	,	53396.76	
24.22	,	53430.52	
24.23	,	53464.28	
24.24	,	53498.04	
24.25	,	53531.82	
24.26	,	53565.60	
24.27	,	53599.39	
24.28	,	53633.18	
24.29	,	53666.98	
24.30	,	53700.78	
24.31	,	53734.60	
24.32	,	53768.41	
24.33	,	53802.24	
24.34	,	53836.07	
24.35	,	53869.91	
24.36	,	53903.75	
24.37	,	53937.60	
24.38	,	53971.46	
24.39	,	54005.32	
24.40	,	54039.19	
24.41	,	54073.06	
24.42	,	54106.94	
24.43	,	54140.83	
24.44	,	54174.73	
24.45	,	54208.63	
24.46	,	54242.53	
24.47	,	54276.45	
24.48	,	54310.37	
24.49	,	54344.29	
24.50	,	54378.22	
24.51	,	54412.16	
24.52	,	54446.11	
24.53	,	54480.06	
24.54	,	54514.01	
24.55	,	54547.98	
24.56	,	54581.95	
24.57	,	54615.92	
24.58	,	54649.90	
24.59	,	54683.89	
24.60	,	54717.89	
24.61	,	54751.89	
24.62	,	54785.90	
24.63	,	54819.91	
24.64	,	54853.93	
24.65	,	54887.96	
24.66	,	54921.99	
24.67	,	54956.03	
24.68	,	54990.07	
24.69	,	55024.12	
24.70	,	55058.18	
24.71	,	55092.24	
24.72	,	55126.31	
24.73	,	55160.39	
24.74	,	55194.47	
24.75	,	55228.56	
24.76	,	55262.66	
24.77	,	55296.76	
24.78	,	55330.86	
24.79	,	55364.98	
24.80	,	55399.10	
24.81	,	55433.22	
24.82	,	55467.36	
24.83	,	55501.50	
24.84	,	55535.64	
24.85	,	55569.79	
24.86	,	55603.95	
24.87	,	55638.11	
24.88	,	55672.28	
24.89	,	55706.46	
24.90	,	55740.64	
24.91	,	55774.83	
24.92	,	55809.03	
24.93	,	55843.23	
24.94	,	55877.43	
24.95	,	55911.65	
24.96	,	55945.87	
24.97	,	55980.09	
24.98	,	56014.33	
24.99	,	56048.56	
25.00	,	56082.81	
25.01	,	56117.06	
25.02	,	56151.32	
25.03	,	56185.58	
25.04	,	56219.85	
25.05	,	56254.12	
25.06	,	56288.41	
25.07	,	56322.69	
25.08	,	56356.99	
25.09	,	56391.29	
25.10	,	56425.60	
25.11	,	56459.91	
25.12	,	56494.23	
25.13	,	56528.55	
25.14	,	56562.88	
25.15	,	56597.22	
25.16	,	56631.57	
25.17	,	56665.92	
25.18	,	56700.27	
25.19	,	56734.64	
25.20	,	56769.00	
25.21	,	56803.38	
25.22	,	56837.76	
25.23	,	56872.15	
25.24	,	56906.54	
25.25	,	56940.94	
25.26	,	56975.35	
25.27	,	57009.76	
25.28	,	57044.18	
25.29	,	57078.60	
25.30	,	57113.03	
25.31	,	57147.47	
25.32	,	57181.91	
25.33	,	57216.36	
25.34	,	57250.81	
25.35	,	57285.27	
25.36	,	57319.74	
25.37	,	57354.22	
25.38	,	57388.70	
25.39	,	57423.18	
25.40	,	57457.67	
25.41	,	57492.17	
25.42	,	57526.68	
25.43	,	57561.19	
25.44	,	57595.70	
25.45	,	57630.23	
25.46	,	57664.75	
25.47	,	57699.29	
25.48	,	57733.83	
25.49	,	57768.38	
25.50	,	57802.93	
25.51	,	57837.49	
25.52	,	57872.06	
25.53	,	57906.63	
25.54	,	57941.21	
25.55	,	57975.79	
25.56	,	58010.38	
25.57	,	58044.98	
25.58	,	58079.58	
25.59	,	58114.19	
25.60	,	58148.80	
25.61	,	58183.43	
25.62	,	58218.05	
25.63	,	58252.69	
25.64	,	58287.33	
25.65	,	58321.97	
25.66	,	58356.62	
25.67	,	58391.28	
25.68	,	58425.94	
25.69	,	58460.61	
25.70	,	58495.29	
25.71	,	58529.97	
25.72	,	58564.66	
25.73	,	58599.35	
25.74	,	58634.06	
25.75	,	58668.76	
25.76	,	58703.47	
25.77	,	58738.19	
25.78	,	58772.92	
25.79	,	58807.65	
25.80	,	58842.39	
25.81	,	58877.13	
25.82	,	58911.88	
25.83	,	58946.63	
25.84	,	58981.40	
25.85	,	59016.16	
25.86	,	59050.94	
25.87	,	59085.72	
25.88	,	59120.50	
25.89	,	59155.29	
25.90	,	59190.09	
25.91	,	59224.90	
25.92	,	59259.71	
25.93	,	59294.52	
25.94	,	59329.34	
25.95	,	59364.17	
25.96	,	59399.01	
25.97	,	59433.85	
25.98	,	59468.69	
25.99	,	59503.55	
26.00	,	59538.41	
26.01	,	59573.27	
26.02	,	59608.14	
26.03	,	59643.02	
26.04	,	59677.90	
26.05	,	59712.79	
26.06	,	59747.69	
26.07	,	59782.59	
26.08	,	59817.49	
26.09	,	59852.41	
26.10	,	59887.33	
26.11	,	59922.25	
26.12	,	59957.18	
26.13	,	59992.12	
26.14	,	60027.06	
26.15	,	60062.01	
26.16	,	60096.97	
26.17	,	60131.93	
26.18	,	60166.90	
26.19	,	60201.87	
26.20	,	60236.85	
26.21	,	60271.84	
26.22	,	60306.83	
26.23	,	60341.83	
26.24	,	60376.83	
26.25	,	60411.84	
26.26	,	60446.86	
26.27	,	60481.88	
26.28	,	60516.91	
26.29	,	60551.94	
26.30	,	60586.98	
26.31	,	60622.03	
26.32	,	60657.08	
26.33	,	60692.14	
26.34	,	60727.20	
26.35	,	60762.27	
26.36	,	60797.35	
26.37	,	60832.43	
26.38	,	60867.52	
26.39	,	60902.61	
26.40	,	60937.71	
26.41	,	60972.82	
26.42	,	61007.93	
26.43	,	61043.05	
26.44	,	61078.17	
26.45	,	61113.30	
26.46	,	61148.44	
26.47	,	61183.58	
26.48	,	61218.73	
26.49	,	61253.88	
26.50	,	61289.05	
26.51	,	61324.21	
26.52	,	61359.38	
26.53	,	61394.56	
26.54	,	61429.75	
26.55	,	61464.94	
26.56	,	61500.13	
26.57	,	61535.33	
26.58	,	61570.54	
26.59	,	61605.76	
26.60	,	61640.98	
26.61	,	61676.20	
26.62	,	61711.44	
26.63	,	61746.67	
26.64	,	61781.92	
26.65	,	61817.17	
26.66	,	61852.42	
26.67	,	61887.69	
26.68	,	61922.95	
26.69	,	61958.23	
26.70	,	61993.51	
26.71	,	62028.79	
26.72	,	62064.09	
26.73	,	62099.38	
26.74	,	62134.69	
26.75	,	62170.00	
26.76	,	62205.31	
26.77	,	62240.63	
26.78	,	62275.96	
26.79	,	62311.30	
26.80	,	62346.63	
26.81	,	62381.98	
26.82	,	62417.33	
26.83	,	62452.69	
26.84	,	62488.05	
26.85	,	62523.42	
26.86	,	62558.80	
26.87	,	62594.18	
26.88	,	62629.57	
26.89	,	62664.96	
26.90	,	62700.36	
26.91	,	62735.76	
26.92	,	62771.17	
26.93	,	62806.59	
26.94	,	62842.01	
26.95	,	62877.44	
26.96	,	62912.88	
26.97	,	62948.32	
26.98	,	62983.76	
26.99	,	63019.22	
27.00	,	63054.67	
27.01	,	63090.14	
27.02	,	63125.61	
27.03	,	63161.08	
27.04	,	63196.57	
27.05	,	63232.05	
27.06	,	63267.55	
27.07	,	63303.05	
27.08	,	63338.55	
27.09	,	63374.07	
27.10	,	63409.58	
27.11	,	63445.11	
27.12	,	63480.64	
27.13	,	63516.17	
27.14	,	63551.71	
27.15	,	63587.26	
27.16	,	63622.81	
27.17	,	63658.37	
27.18	,	63693.94	
27.19	,	63729.51	
27.20	,	63765.08	
27.21	,	63800.67	
27.22	,	63836.25	
27.23	,	63871.85	
27.24	,	63907.45	
27.25	,	63943.06	
27.26	,	63978.67	
27.27	,	64014.29	
27.28	,	64049.91	
27.29	,	64085.54	
27.30	,	64121.17	
27.31	,	64156.82	
27.32	,	64192.46	
27.33	,	64228.12	
27.34	,	64263.78	
27.35	,	64299.44	
27.36	,	64335.11	
27.37	,	64370.79	
27.38	,	64406.47	
27.39	,	64442.16	
27.40	,	64477.85	
27.41	,	64513.55	
27.42	,	64549.26	
27.43	,	64584.97	
27.44	,	64620.69	
27.45	,	64656.41	
27.46	,	64692.14	
27.47	,	64727.88	
27.48	,	64763.62	
27.49	,	64799.37	
27.50	,	64835.12	
27.51	,	64870.88	
27.52	,	64906.64	
27.53	,	64942.41	
27.54	,	64978.19	
27.55	,	65013.97	
27.56	,	65049.76	
27.57	,	65085.56	
27.58	,	65121.35	
27.59	,	65157.16	
27.60	,	65192.97	
27.61	,	65228.79	
27.62	,	65264.61	
27.63	,	65300.44	
27.64	,	65336.28	
27.65	,	65372.12	
27.66	,	65407.96	
27.67	,	65443.82	
27.68	,	65479.68	
27.69	,	65515.54	
27.70	,	65551.41	
27.71	,	65587.29	
27.72	,	65623.17	
27.73	,	65659.05	
27.74	,	65694.95	
27.75	,	65730.85	
27.76	,	65766.75	
27.77	,	65802.66	
27.78	,	65838.58	
27.79	,	65874.50	
27.80	,	65910.43	
27.81	,	65946.36	
27.82	,	65982.30	
27.83	,	66018.25	
27.84	,	66054.20	
27.85	,	66090.16	
27.86	,	66126.12	
27.87	,	66162.09	
27.88	,	66198.07	
27.89	,	66234.05	
27.90	,	66270.03	
27.91	,	66306.03	
27.92	,	66342.02	
27.93	,	66378.03	
27.94	,	66414.04	
27.95	,	66450.05	
27.96	,	66486.07	
27.97	,	66522.10	
27.98	,	66558.13	
27.99	,	66594.17	
28.00	,	66630.22	
28.01	,	66666.27	
28.02	,	66702.32	
28.03	,	66738.38	
28.04	,	66774.45	
28.05	,	66810.53	
28.06	,	66846.61	
28.07	,	66882.69	
28.08	,	66918.78	
28.09	,	66954.88	
28.10	,	66990.98	
28.11	,	67027.09	
28.12	,	67063.20	
28.13	,	67099.32	
28.14	,	67135.45	
28.15	,	67171.58	
28.16	,	67207.72	
28.17	,	67243.86	
28.18	,	67280.01	
28.19	,	67316.16	
28.20	,	67352.32	
28.21	,	67388.49	
28.22	,	67424.66	
28.23	,	67460.84	
28.24	,	67497.02	
28.25	,	67533.21	
28.26	,	67569.40	
28.27	,	67605.60	
28.28	,	67641.81	
28.29	,	67678.02	
28.30	,	67714.24	
28.31	,	67750.46	
28.32	,	67786.69	
28.33	,	67822.93	
28.34	,	67859.17	
28.35	,	67895.42	
28.36	,	67931.67	
28.37	,	67967.93	
28.38	,	68004.19	
28.39	,	68040.46	
28.40	,	68076.73	
28.41	,	68113.02	
28.42	,	68149.30	
28.43	,	68185.59	
28.44	,	68221.89	
28.45	,	68258.20	
28.46	,	68294.51	
28.47	,	68330.82	
28.48	,	68367.14	
28.49	,	68403.47	
28.50	,	68439.80	
28.51	,	68476.14	
28.52	,	68512.49	
28.53	,	68548.84	
28.54	,	68585.19	
28.55	,	68621.55	
28.56	,	68657.92	
28.57	,	68694.29	
28.58	,	68730.67	
28.59	,	68767.06	
28.60	,	68803.45	
28.61	,	68839.84	
28.62	,	68876.24	
28.63	,	68912.65	
28.64	,	68949.06	
28.65	,	68985.48	
28.66	,	69021.91	
28.67	,	69058.33	
28.68	,	69094.77	
28.69	,	69131.21	
28.70	,	69167.66	
28.71	,	69204.11	
28.72	,	69240.57	
28.73	,	69277.03	
28.74	,	69313.50	
28.75	,	69349.98	
28.76	,	69386.46	
28.77	,	69422.95	
28.78	,	69459.44	
28.79	,	69495.94	
28.80	,	69532.44	
28.81	,	69568.95	
28.82	,	69605.47	
28.83	,	69641.99	
28.84	,	69678.52	
28.85	,	69715.05	
28.86	,	69751.59	
28.87	,	69788.13	
28.88	,	69824.68	
28.89	,	69861.24	
28.90	,	69897.80	
28.91	,	69934.37	
28.92	,	69970.94	
28.93	,	70007.52	
28.94	,	70044.10	
28.95	,	70080.69	
28.96	,	70117.28	
28.97	,	70153.89	
28.98	,	70190.49	
28.99	,	70227.10	
29.00	,	70263.72	
29.01	,	70300.35	
29.02	,	70336.97	
29.03	,	70373.61	
29.04	,	70410.25	
29.05	,	70446.90	
29.06	,	70483.55	
29.07	,	70520.21	
29.08	,	70556.87	
29.09	,	70593.54	
29.10	,	70630.21	
29.11	,	70666.89	
29.12	,	70703.58	
29.13	,	70740.27	
29.14	,	70776.97	
29.15	,	70813.67	
29.16	,	70850.38	
29.17	,	70887.09	
29.18	,	70923.81	
29.19	,	70960.54	
29.20	,	70997.27	
29.21	,	71034.01	
29.22	,	71070.75	
29.23	,	71107.50	
29.24	,	71144.25	
29.25	,	71181.01	
29.26	,	71217.77	
29.27	,	71254.54	
29.28	,	71291.32	
29.29	,	71328.10	
29.30	,	71364.89	
29.31	,	71401.68	
29.32	,	71438.48	
29.33	,	71475.29	
29.34	,	71512.10	
29.35	,	71548.91	
29.36	,	71585.73	
29.37	,	71622.56	
29.38	,	71659.39	
29.39	,	71696.23	
29.40	,	71733.07	
29.41	,	71769.92	
29.42	,	71806.78	
29.43	,	71843.64	
29.44	,	71880.51	
29.45	,	71917.38	
29.46	,	71954.26	
29.47	,	71991.14	
29.48	,	72028.03	
29.49	,	72064.92	
29.50	,	72101.82	
29.51	,	72138.73	
29.52	,	72175.64	
29.53	,	72212.56	
29.54	,	72249.48	
29.55	,	72286.41	
29.56	,	72323.34	
29.57	,	72360.28	
29.58	,	72397.22	
29.59	,	72434.17	
29.60	,	72471.13	
29.61	,	72508.09	
29.62	,	72545.06	
29.63	,	72582.03	
29.64	,	72619.01	
29.65	,	72655.99	
29.66	,	72692.98	
29.67	,	72729.98	
29.68	,	72766.98	
29.69	,	72803.99	
29.70	,	72841.00	
29.71	,	72878.02	
29.72	,	72915.04	
29.73	,	72952.07	
29.74	,	72989.10	
29.75	,	73026.14	
29.76	,	73063.19	
29.77	,	73100.24	
29.78	,	73137.30	
29.79	,	73174.36	
29.80	,	73211.43	
29.81	,	73248.50	
29.82	,	73285.58	
29.83	,	73322.66	
29.84	,	73359.75	
29.85	,	73396.85	
29.86	,	73433.95	
29.87	,	73471.06	
29.88	,	73508.17	
29.89	,	73545.29	
29.90	,	73582.41	
29.91	,	73619.54	
29.92	,	73656.68	
29.93	,	73693.82	
29.94	,	73730.96	
29.95	,	73768.11	
29.96	,	73805.27	
29.97	,	73842.43	
29.98	,	73879.60	
29.99	,	73916.78	
30.00	,	73953.95	
30.01	,	73991.14	
30.02	,	74028.33	
30.03	,	74065.53	
30.04	,	74102.73	
30.05	,	74139.93	
30.06	,	74177.15	
30.07	,	74214.36	
30.08	,	74251.59	
30.09	,	74288.82	
30.10	,	74326.05	
30.11	,	74363.29	
30.12	,	74400.54	
30.13	,	74437.79	
30.14	,	74475.05	
30.15	,	74512.31	
30.16	,	74549.58	
30.17	,	74586.85	
30.18	,	74624.13	
30.19	,	74661.41	
30.20	,	74698.70	
30.21	,	74736.00	
30.22	,	74773.30	
30.23	,	74810.61	
30.24	,	74847.92	
30.25	,	74885.24	
30.26	,	74922.56	
30.27	,	74959.89	
30.28	,	74997.22	
30.29	,	75034.56	
30.30	,	75071.91	
30.31	,	75109.26	
30.32	,	75146.62	
30.33	,	75183.98	
30.34	,	75221.35	
30.35	,	75258.72	
30.36	,	75296.10	
30.37	,	75333.48	
30.38	,	75370.87	
30.39	,	75408.27	
30.40	,	75445.67	
30.41	,	75483.07	
30.42	,	75520.49	
30.43	,	75557.90	
30.44	,	75595.33	
30.45	,	75632.75	
30.46	,	75670.19	
30.47	,	75707.63	
30.48	,	75745.07	
30.49	,	75782.52	
30.50	,	75819.98	
30.51	,	75857.44	
30.52	,	75894.90	
30.53	,	75932.38	
30.54	,	75969.85	
30.55	,	76007.34	
30.56	,	76044.83	
30.57	,	76082.32	
30.58	,	76119.82	
30.59	,	76157.32	
30.60	,	76194.84	
30.61	,	76232.35	
30.62	,	76269.87	
30.63	,	76307.40	
30.64	,	76344.93	
30.65	,	76382.47	
30.66	,	76420.01	
30.67	,	76457.56	
30.68	,	76495.12	
30.69	,	76532.68	
30.70	,	76570.24	
30.71	,	76607.81	
30.72	,	76645.39	
30.73	,	76682.97	
30.74	,	76720.56	
30.75	,	76758.15	
30.76	,	76795.75	
30.77	,	76833.35	
30.78	,	76870.96	
30.79	,	76908.58	
30.80	,	76946.20	
30.81	,	76983.82	
30.82	,	77021.46	
30.83	,	77059.09	
30.84	,	77096.73	
30.85	,	77134.38	
30.86	,	77172.03	
30.87	,	77209.69	
30.88	,	77247.36	
30.89	,	77285.03	
30.90	,	77322.70	
30.91	,	77360.38	
30.92	,	77398.07	
30.93	,	77435.76	
30.94	,	77473.45	
30.95	,	77511.16	
30.96	,	77548.86	
30.97	,	77586.58	
30.98	,	77624.30	
30.99	,	77662.02	
31.00	,	77699.75	
31.01	,	77737.48	
31.02	,	77775.22	
31.03	,	77812.97	
31.04	,	77850.72	
31.05	,	77888.48	
31.06	,	77926.24	
31.07	,	77964.01	
31.08	,	78001.78	
31.09	,	78039.56	
31.10	,	78077.34	
31.11	,	78115.13	
31.12	,	78152.92	
31.13	,	78190.72	
31.14	,	78228.53	
31.15	,	78266.34	
31.16	,	78304.16	
31.17	,	78341.98	
31.18	,	78379.81	
31.19	,	78417.64	
31.20	,	78455.48	
31.21	,	78493.32	
31.22	,	78531.17	
31.23	,	78569.02	
31.24	,	78606.88	
31.25	,	78644.75	
31.26	,	78682.62	
31.27	,	78720.49	
31.28	,	78758.38	
31.29	,	78796.26	
31.30	,	78834.15	
31.31	,	78872.05	
31.32	,	78909.95	
31.33	,	78947.86	
31.34	,	78985.78	
31.35	,	79023.70	
31.36	,	79061.62	
31.37	,	79099.55	
31.38	,	79137.49	
31.39	,	79175.43	
31.40	,	79213.37	
31.41	,	79251.33	
31.42	,	79289.28	
31.43	,	79327.24	
31.44	,	79365.21	
31.45	,	79403.19	
31.46	,	79441.16	
31.47	,	79479.15	
31.48	,	79517.14	
31.49	,	79555.13	
31.50	,	79593.13	
31.51	,	79631.14	
31.52	,	79669.15	
31.53	,	79707.17	
31.54	,	79745.19	
31.55	,	79783.22	
31.56	,	79821.25	
31.57	,	79859.29	
31.58	,	79897.33	
31.59	,	79935.38	
31.60	,	79973.43	
31.61	,	80011.49	
31.62	,	80049.56	
31.63	,	80087.63	
31.64	,	80125.70	
31.65	,	80163.78	
31.66	,	80201.87	
31.67	,	80239.96	
31.68	,	80278.06	
31.69	,	80316.16	
31.70	,	80354.27	
31.71	,	80392.38	
31.72	,	80430.50	
31.73	,	80468.63	
31.74	,	80506.75	
31.75	,	80544.89	
31.76	,	80583.03	
31.77	,	80621.18	
31.78	,	80659.33	
31.79	,	80697.48	
31.80	,	80735.64	
31.81	,	80773.81	
31.82	,	80811.98	
31.83	,	80850.16	
31.84	,	80888.34	
31.85	,	80926.53	
31.86	,	80964.73	
31.87	,	81002.93	
31.88	,	81041.13	
31.89	,	81079.34	
31.90	,	81117.55	
31.91	,	81155.77	
31.92	,	81194.00	
31.93	,	81232.23	
31.94	,	81270.47	
31.95	,	81308.71	
31.96	,	81346.96	
31.97	,	81385.21	
31.98	,	81423.47	
31.99	,	81461.73	
32.00	,	81500.00
